review_id,rating,title,content,review_date,is_deleted,deleted_date,ticket_id
14008,3,Great for families,The visit was fun and memorable.,2024-01-30,true,2025-03-10,6556
14009,2,Not bad,I expected more from the experience.,2024-11-23,false,,14864
14010,3,Worth it,Everything was well organized and enjoyable.,2024-09-09,true,2025-03-30,3684
14011,5,Great for families,The visit was fun and memorable.,2024-08-21,false,,11807
14012,1,Worth it,I would recommend this place to others.,2024-04-20,false,,6246
14013,3,Amazing,The attraction was interesting and worth the price.,2024-10-04,true,2025-03-02,14553
14014,3,Disappointing,It was too crowded and not as expected.,2024-09-27,true,2025-03-02,3875
14015,5,Highly recommended,The visit was fun and memorable.,2024-08-18,true,2025-03-09,10624
14016,5,Disappointing,A nice attraction for families and children.,2024-12-08,false,,18151
14017,3,Worth it,A nice attraction for families and children.,2024-10-18,true,2025-03-21,17003
14018,3,Amazing,It was too crowded and not as expected.,2024-01-22,true,2025-03-02,15985
14019,5,Disappointing,I expected more from the experience.,2024-10-16,true,2025-03-30,18244
14020,1,Worth it,The attraction was interesting and worth the price.,2024-10-12,true,2025-03-13,3716
14021,3,Disappointing,The attraction was interesting and worth the price.,2024-05-03,false,,8501
14022,4,Nice place,I expected more from the experience.,2024-09-02,true,2025-03-09,4747
14023,1,Amazing,I would recommend this place to others.,2024-09-09,true,2025-03-18,15647
14024,2,Very good,I expected more from the experience.,2025-01-23,false,,12994
14025,3,Nice place,I would recommend this place to others.,2025-02-26,true,2025-03-12,14520
14026,2,Highly recommended,A nice attraction for families and children.,2024-04-29,true,2025-03-12,15171
14027,1,Worth it,I would recommend this place to others.,2024-03-06,true,2025-03-27,4020
14028,4,Nice place,"Some parts were good, but there is room for improvement.",2024-11-20,true,2025-03-29,3013
14029,4,Nice place,The place was clean and the staff were helpful.,2024-11-02,true,2025-03-02,5741
14030,2,Could be better,I would recommend this place to others.,2024-01-14,true,2025-03-31,12434
14031,5,Very good,I expected more from the experience.,2025-02-03,false,,14274
14032,5,Nice place,The attraction was interesting and worth the price.,2024-01-27,true,2025-03-08,13684
14033,3,Worth it,I expected more from the experience.,2024-08-11,true,2025-03-17,6848
14034,3,Highly recommended,I had a good experience overall.,2024-07-16,true,2025-03-04,2949
14035,2,Worth it,"Some parts were good, but there is room for improvement.",2024-10-18,true,2025-03-16,1606
14036,2,Fun day,"Some parts were good, but there is room for improvement.",2024-04-27,true,2025-03-14,10882
14037,2,Not bad,It was too crowded and not as expected.,2024-12-11,false,,1150
14038,3,Worth it,Everything was well organized and enjoyable.,2024-11-01,false,,1146
14039,5,Could be better,A nice attraction for families and children.,2024-05-17,false,,8633
14040,2,Very good,The visit was fun and memorable.,2025-01-11,true,2025-03-05,10224
14041,2,Disappointing,I would recommend this place to others.,2024-10-15,true,2025-03-26,13193
14042,3,Could be better,I would recommend this place to others.,2024-07-25,true,2025-03-17,4696
14043,4,Worth it,The place was clean and the staff were helpful.,2024-02-15,false,,8176
14044,3,Highly recommended,The attraction was interesting and worth the price.,2024-06-07,true,2025-03-14,10242
14045,2,Fun day,The visit was fun and memorable.,2024-05-23,true,2025-03-23,18001
14046,2,Could be better,It was too crowded and not as expected.,2025-01-14,false,,10543
14047,5,Fun day,The visit was fun and memorable.,2024-12-03,true,2025-03-20,13234
14048,4,Nice place,It was too crowded and not as expected.,2025-02-25,false,,7695
14049,2,Highly recommended,The visit was fun and memorable.,2025-01-13,true,2025-03-12,19082
14050,1,Worth it,I had a good experience overall.,2024-07-03,false,,3214
14051,3,Great for families,Everything was well organized and enjoyable.,2024-04-01,false,,10726
14052,2,Worth it,Everything was well organized and enjoyable.,2024-01-13,false,,18072
14053,4,Could be better,Everything was well organized and enjoyable.,2025-01-01,false,,884
14054,4,Highly recommended,Everything was well organized and enjoyable.,2024-07-09,true,2025-03-30,9728
14055,3,Could be better,The attraction was interesting and worth the price.,2024-04-02,true,2025-03-22,11092
14056,5,Great for families,The visit was fun and memorable.,2024-11-28,false,,5275
14057,4,Fun day,A nice attraction for families and children.,2024-05-24,false,,873
14058,3,Very good,A nice attraction for families and children.,2024-05-10,true,2025-03-07,5887
14059,4,Amazing,I had a good experience overall.,2024-12-10,false,,8604
14060,3,Disappointing,It was too crowded and not as expected.,2024-03-02,true,2025-03-28,4425
14061,5,Highly recommended,The place was clean and the staff were helpful.,2024-01-14,false,,612
14062,1,Highly recommended,"Some parts were good, but there is room for improvement.",2024-05-26,true,2025-03-16,15385
14063,5,Worth it,I had a good experience overall.,2024-03-24,true,2025-03-18,17535
14064,3,Not bad,I would recommend this place to others.,2024-10-04,false,,8616
14065,1,Worth it,I expected more from the experience.,2024-11-22,false,,5465
14066,2,Great for families,A nice attraction for families and children.,2024-11-12,true,2025-03-11,17000
14067,5,Fun day,The visit was fun and memorable.,2024-01-16,false,,18401
14068,3,Amazing,It was too crowded and not as expected.,2024-03-21,false,,1812
14069,2,Highly recommended,It was too crowded and not as expected.,2024-01-20,false,,19047
14070,3,Very good,Everything was well organized and enjoyable.,2024-02-03,false,,8634
14071,4,Very good,Everything was well organized and enjoyable.,2024-10-20,false,,4452
14072,5,Fun day,A nice attraction for families and children.,2024-04-17,false,,3997
14073,3,Worth it,The visit was fun and memorable.,2024-05-30,false,,6133
14074,5,Highly recommended,Everything was well organized and enjoyable.,2024-11-23,true,2025-03-14,857
14075,5,Great for families,I had a good experience overall.,2024-02-27,true,2025-03-03,8422
14076,4,Disappointing,I had a good experience overall.,2024-01-04,false,,5650
14077,4,Could be better,I would recommend this place to others.,2024-06-11,true,2025-03-19,6372
14078,3,Highly recommended,The place was clean and the staff were helpful.,2024-02-28,false,,9220
14079,1,Not bad,The visit was fun and memorable.,2024-03-24,true,2025-03-13,4250
14080,5,Disappointing,Everything was well organized and enjoyable.,2024-12-31,false,,11492
14081,5,Nice place,I would recommend this place to others.,2024-08-31,false,,3690
14082,1,Fun day,I expected more from the experience.,2024-02-07,false,,15596
14083,2,Disappointing,I had a good experience overall.,2024-10-18,false,,19319
14084,4,Could be better,The place was clean and the staff were helpful.,2024-09-19,false,,14159
14085,5,Could be better,I expected more from the experience.,2024-02-02,false,,14036
14086,2,Great for families,I had a good experience overall.,2024-07-03,true,2025-03-20,8551
14087,2,Could be better,I had a good experience overall.,2024-12-13,false,,106
14088,5,Very good,Everything was well organized and enjoyable.,2024-07-31,true,2025-03-21,16768
14089,5,Fun day,I expected more from the experience.,2024-05-26,true,2025-03-12,15969
14090,2,Highly recommended,I expected more from the experience.,2024-03-14,false,,12888
14091,1,Worth it,"Some parts were good, but there is room for improvement.",2024-07-11,false,,1262
14092,1,Not bad,"Some parts were good, but there is room for improvement.",2024-12-18,false,,3133
14093,1,Nice place,"Some parts were good, but there is room for improvement.",2024-06-17,true,2025-04-01,14776
14094,5,Very good,Everything was well organized and enjoyable.,2024-04-25,true,2025-03-17,6594
14095,4,Not bad,It was too crowded and not as expected.,2024-08-02,true,2025-03-12,14690
14096,3,Amazing,The visit was fun and memorable.,2024-05-04,true,2025-03-22,5025
14097,4,Could be better,I expected more from the experience.,2024-08-13,false,,7267
14098,4,Disappointing,Everything was well organized and enjoyable.,2024-05-03,true,2025-03-02,14880
14099,1,Highly recommended,A nice attraction for families and children.,2024-12-09,false,,14702
14100,4,Very good,I would recommend this place to others.,2024-10-19,true,2025-04-01,11230
14101,4,Highly recommended,I had a good experience overall.,2024-05-08,true,2025-03-21,18408
14102,1,Amazing,I would recommend this place to others.,2024-01-02,false,,18456
14103,2,Nice place,I expected more from the experience.,2024-07-08,true,2025-03-06,15748
14104,2,Very good,A nice attraction for families and children.,2024-09-18,false,,13491
14105,2,Disappointing,The visit was fun and memorable.,2024-10-23,false,,2555
14106,2,Amazing,I expected more from the experience.,2024-03-25,false,,577
14107,5,Fun day,The attraction was interesting and worth the price.,2024-05-03,false,,13588
14108,4,Fun day,"Some parts were good, but there is room for improvement.",2025-02-02,false,,3051
14109,1,Amazing,It was too crowded and not as expected.,2024-11-21,true,2025-03-22,651
14110,1,Nice place,The visit was fun and memorable.,2024-10-22,false,,13419
14111,1,Not bad,I had a good experience overall.,2024-12-12,false,,3223
14112,3,Great for families,I had a good experience overall.,2024-02-21,true,2025-03-08,3679
14113,3,Disappointing,A nice attraction for families and children.,2024-05-07,false,,13567
14114,1,Very good,A nice attraction for families and children.,2024-04-17,false,,3757
14115,3,Fun day,I would recommend this place to others.,2024-06-08,true,2025-03-02,9692
14116,3,Disappointing,The visit was fun and memorable.,2024-05-15,true,2025-03-12,265
14117,1,Worth it,I expected more from the experience.,2024-07-16,false,,2971
14118,4,Very good,The attraction was interesting and worth the price.,2025-01-03,false,,5170
14119,4,Disappointing,The place was clean and the staff were helpful.,2024-04-26,true,2025-03-29,8669
14120,5,Great for families,The place was clean and the staff were helpful.,2024-11-08,true,2025-03-28,15230
14121,5,Highly recommended,Everything was well organized and enjoyable.,2024-08-16,false,,3668
14122,3,Amazing,I had a good experience overall.,2024-02-09,false,,19382
14123,2,Fun day,The visit was fun and memorable.,2024-01-26,false,,11929
14124,5,Fun day,It was too crowded and not as expected.,2024-10-05,false,,11846
14125,4,Great for families,I would recommend this place to others.,2024-11-22,false,,3225
14126,5,Very good,The visit was fun and memorable.,2024-10-01,true,2025-03-07,19823
14127,3,Fun day,It was too crowded and not as expected.,2024-11-21,true,2025-03-28,14510
14128,2,Great for families,I had a good experience overall.,2024-02-09,false,,481
14129,4,Nice place,"Some parts were good, but there is room for improvement.",2025-02-14,false,,18305
14130,5,Worth it,I expected more from the experience.,2024-01-17,false,,18533
14131,4,Could be better,"Some parts were good, but there is room for improvement.",2024-06-02,false,,18879
14132,1,Great for families,The attraction was interesting and worth the price.,2024-06-08,true,2025-03-09,9792
14133,4,Disappointing,I expected more from the experience.,2024-05-08,false,,9251
14134,1,Amazing,The visit was fun and memorable.,2024-03-26,false,,17340
14135,3,Could be better,"Some parts were good, but there is room for improvement.",2025-02-24,false,,2337
14136,1,Worth it,The visit was fun and memorable.,2024-01-03,false,,1421
14137,3,Great for families,It was too crowded and not as expected.,2024-01-18,false,,3874
14138,4,Nice place,I had a good experience overall.,2024-01-22,true,2025-03-03,19646
14139,3,Worth it,I expected more from the experience.,2024-11-05,false,,19259
14140,4,Very good,Everything was well organized and enjoyable.,2024-06-06,false,,6199
14141,1,Disappointing,It was too crowded and not as expected.,2024-05-04,true,2025-03-17,4149
14142,1,Highly recommended,Everything was well organized and enjoyable.,2024-08-09,false,,15989
14143,4,Worth it,The visit was fun and memorable.,2024-10-22,true,2025-03-07,8703
14144,4,Not bad,The visit was fun and memorable.,2024-04-29,true,2025-03-12,16640
14145,2,Nice place,I expected more from the experience.,2024-11-08,false,,2787
14146,1,Worth it,"Some parts were good, but there is room for improvement.",2024-06-23,false,,6807
14147,1,Fun day,"Some parts were good, but there is room for improvement.",2024-04-23,true,2025-03-03,7908
14148,4,Very good,The place was clean and the staff were helpful.,2024-12-06,true,2025-03-09,17544
14149,4,Fun day,I would recommend this place to others.,2024-07-08,false,,6630
14150,4,Worth it,The place was clean and the staff were helpful.,2024-12-23,true,2025-03-05,13962
14151,4,Nice place,"Some parts were good, but there is room for improvement.",2025-01-14,false,,10955
14152,3,Great for families,I expected more from the experience.,2024-08-01,false,,19659
14153,5,Fun day,Everything was well organized and enjoyable.,2024-03-11,false,,5457
14154,2,Not bad,I expected more from the experience.,2024-10-26,false,,6347
14155,5,Worth it,I expected more from the experience.,2024-03-16,true,2025-03-30,13741
14156,1,Highly recommended,"Some parts were good, but there is room for improvement.",2024-10-18,false,,12857
14157,3,Amazing,The visit was fun and memorable.,2024-08-22,true,2025-03-31,7004
14158,4,Could be better,A nice attraction for families and children.,2024-05-22,true,2025-03-04,5391
14159,5,Disappointing,I would recommend this place to others.,2025-01-29,false,,11207
14160,4,Nice place,"Some parts were good, but there is room for improvement.",2024-08-10,true,2025-03-22,11932
14161,4,Great for families,I expected more from the experience.,2024-01-19,true,2025-03-20,17154
14162,4,Highly recommended,Everything was well organized and enjoyable.,2024-05-06,true,2025-03-19,2116
14163,4,Could be better,I would recommend this place to others.,2024-11-30,true,2025-03-06,18288
14164,3,Not bad,I expected more from the experience.,2024-08-27,false,,8460
14165,3,Very good,"Some parts were good, but there is room for improvement.",2024-04-20,true,2025-03-09,518
14166,1,Worth it,The visit was fun and memorable.,2024-06-30,true,2025-03-29,2838
14167,2,Fun day,I would recommend this place to others.,2024-06-30,true,2025-03-20,3007
14168,2,Disappointing,I expected more from the experience.,2025-02-09,true,2025-03-31,13328
14169,5,Disappointing,A nice attraction for families and children.,2024-12-02,true,2025-03-27,14882
14170,2,Worth it,I would recommend this place to others.,2024-10-15,true,2025-03-06,5822
14171,4,Nice place,The visit was fun and memorable.,2024-09-17,false,,11906
14172,3,Disappointing,I had a good experience overall.,2024-07-09,true,2025-03-13,5450
14173,2,Fun day,I had a good experience overall.,2024-11-08,true,2025-03-12,2151
14174,4,Fun day,I had a good experience overall.,2025-01-12,false,,13945
14175,5,Very good,A nice attraction for families and children.,2025-01-02,true,2025-03-12,10098
14176,2,Great for families,I had a good experience overall.,2024-01-10,false,,3999
14177,2,Not bad,The place was clean and the staff were helpful.,2025-02-06,true,2025-03-23,8504
14178,5,Nice place,Everything was well organized and enjoyable.,2024-05-30,true,2025-03-18,1307
14179,1,Not bad,I had a good experience overall.,2024-05-24,true,2025-03-10,9097
14180,3,Nice place,Everything was well organized and enjoyable.,2024-12-08,false,,17120
14181,1,Disappointing,The attraction was interesting and worth the price.,2024-12-13,false,,7778
14182,3,Great for families,It was too crowded and not as expected.,2024-03-07,true,2025-03-27,14341
14183,4,Amazing,The visit was fun and memorable.,2024-04-17,false,,15186
14184,2,Fun day,"Some parts were good, but there is room for improvement.",2024-10-23,false,,7573
14185,3,Highly recommended,I would recommend this place to others.,2024-01-24,true,2025-03-05,19838
14186,1,Highly recommended,I would recommend this place to others.,2024-07-29,false,,3652
14187,2,Highly recommended,A nice attraction for families and children.,2024-04-13,false,,7783
14188,5,Could be better,The visit was fun and memorable.,2024-01-17,true,2025-03-13,13384
14189,1,Fun day,I expected more from the experience.,2024-01-18,false,,12408
14190,4,Nice place,I had a good experience overall.,2024-03-04,true,2025-03-04,3185
14191,3,Very good,The visit was fun and memorable.,2024-12-29,true,2025-03-05,2237
14192,2,Could be better,It was too crowded and not as expected.,2024-04-10,false,,16975
14193,2,Highly recommended,Everything was well organized and enjoyable.,2024-02-14,true,2025-03-23,1833
14194,2,Very good,The attraction was interesting and worth the price.,2024-09-26,true,2025-03-20,3624
14195,1,Very good,I had a good experience overall.,2024-02-07,false,,1358
14196,5,Worth it,The visit was fun and memorable.,2025-02-12,false,,12278
14197,4,Great for families,"Some parts were good, but there is room for improvement.",2024-05-01,false,,12204
14198,2,Nice place,A nice attraction for families and children.,2024-08-02,true,2025-03-06,1588
14199,1,Amazing,A nice attraction for families and children.,2024-07-25,false,,7429
14200,3,Not bad,A nice attraction for families and children.,2024-02-26,true,2025-03-16,6512
14201,5,Fun day,Everything was well organized and enjoyable.,2024-03-13,true,2025-03-29,259
14202,5,Worth it,I expected more from the experience.,2024-04-14,true,2025-03-15,19666
14203,5,Nice place,Everything was well organized and enjoyable.,2024-08-08,true,2025-03-27,6426
14204,1,Not bad,I had a good experience overall.,2024-03-22,false,,14034
14205,5,Disappointing,The attraction was interesting and worth the price.,2024-01-07,false,,6531
14206,1,Great for families,Everything was well organized and enjoyable.,2025-01-12,false,,388
14207,3,Not bad,I expected more from the experience.,2024-07-27,true,2025-03-27,15928
14208,1,Worth it,A nice attraction for families and children.,2024-09-28,false,,2953
14209,4,Worth it,A nice attraction for families and children.,2024-04-12,false,,3716
14210,2,Highly recommended,I expected more from the experience.,2024-08-02,false,,18488
14211,2,Not bad,The attraction was interesting and worth the price.,2024-08-28,false,,16209
14212,2,Fun day,It was too crowded and not as expected.,2024-05-31,true,2025-03-10,3912
14213,1,Not bad,The place was clean and the staff were helpful.,2024-01-31,true,2025-03-06,15074
14214,5,Highly recommended,It was too crowded and not as expected.,2024-10-30,false,,3923
14215,2,Could be better,I would recommend this place to others.,2024-05-12,false,,1412
14216,3,Not bad,I had a good experience overall.,2024-08-17,false,,17496
14217,4,Very good,A nice attraction for families and children.,2024-11-09,false,,5516
14218,4,Worth it,The attraction was interesting and worth the price.,2025-01-28,true,2025-03-19,18678
14219,4,Great for families,"Some parts were good, but there is room for improvement.",2024-05-29,false,,18473
14220,5,Highly recommended,The attraction was interesting and worth the price.,2024-02-04,false,,1635
14221,3,Fun day,I would recommend this place to others.,2024-11-28,true,2025-04-01,6677
14222,4,Highly recommended,I had a good experience overall.,2024-10-01,false,,14727
14223,5,Fun day,A nice attraction for families and children.,2025-02-02,false,,8574
14224,1,Highly recommended,I had a good experience overall.,2025-02-10,false,,3357
14225,1,Highly recommended,I would recommend this place to others.,2024-09-15,false,,1479
14226,5,Amazing,Everything was well organized and enjoyable.,2024-08-14,false,,13254
14227,1,Disappointing,It was too crowded and not as expected.,2024-04-03,false,,10726
14228,4,Disappointing,The attraction was interesting and worth the price.,2024-09-13,true,2025-03-14,1190
14229,5,Disappointing,I had a good experience overall.,2025-01-09,false,,19031
14230,4,Disappointing,I had a good experience overall.,2024-07-14,false,,11276
14231,3,Worth it,The visit was fun and memorable.,2024-12-01,true,2025-03-28,1975
14232,2,Great for families,I would recommend this place to others.,2024-10-17,true,2025-03-06,19961
14233,5,Nice place,A nice attraction for families and children.,2024-04-30,false,,19643
14234,2,Amazing,I expected more from the experience.,2024-07-30,false,,14315
14235,3,Very good,I had a good experience overall.,2024-02-29,false,,18657
14236,5,Disappointing,The visit was fun and memorable.,2024-12-05,false,,10697
14237,3,Nice place,Everything was well organized and enjoyable.,2024-02-27,true,2025-03-30,4512
14238,1,Disappointing,"Some parts were good, but there is room for improvement.",2024-05-13,false,,16327
14239,2,Nice place,The attraction was interesting and worth the price.,2024-06-16,false,,7469
14240,2,Great for families,A nice attraction for families and children.,2024-06-19,true,2025-03-22,17559
14241,5,Could be better,Everything was well organized and enjoyable.,2024-01-29,false,,4231
14242,4,Nice place,Everything was well organized and enjoyable.,2024-11-01,true,2025-03-20,4647
14243,2,Nice place,A nice attraction for families and children.,2024-02-05,false,,5174
14244,2,Nice place,Everything was well organized and enjoyable.,2024-10-27,true,2025-03-21,4665
14245,4,Not bad,The attraction was interesting and worth the price.,2025-03-01,true,2025-03-30,3977
14246,2,Great for families,"Some parts were good, but there is room for improvement.",2024-12-12,false,,12975
14247,1,Highly recommended,The place was clean and the staff were helpful.,2024-10-31,true,2025-03-23,8568
14248,4,Disappointing,I would recommend this place to others.,2024-09-06,false,,16084
14249,5,Nice place,It was too crowded and not as expected.,2024-08-01,false,,19622
14250,1,Nice place,The place was clean and the staff were helpful.,2024-12-21,true,2025-03-31,16619
14251,1,Fun day,A nice attraction for families and children.,2024-06-30,true,2025-03-05,11589
14252,4,Nice place,The attraction was interesting and worth the price.,2024-04-18,true,2025-03-17,15820
14253,5,Great for families,"Some parts were good, but there is room for improvement.",2024-04-10,true,2025-04-01,6165
14254,4,Nice place,I would recommend this place to others.,2024-06-18,true,2025-03-17,3647
14255,5,Not bad,The visit was fun and memorable.,2025-01-13,true,2025-03-29,9161
14256,1,Great for families,A nice attraction for families and children.,2024-09-14,false,,9714
14257,3,Very good,I had a good experience overall.,2025-01-17,true,2025-03-21,1838
14258,5,Not bad,A nice attraction for families and children.,2024-12-04,true,2025-03-20,2300
14259,3,Disappointing,It was too crowded and not as expected.,2024-04-02,true,2025-03-17,7659
14260,1,Nice place,The attraction was interesting and worth the price.,2024-07-11,false,,4137
14261,1,Very good,The place was clean and the staff were helpful.,2024-09-27,true,2025-03-10,4659
14262,1,Nice place,The place was clean and the staff were helpful.,2024-06-10,true,2025-03-09,7429
14263,3,Worth it,I had a good experience overall.,2025-01-07,false,,11778
14264,5,Amazing,A nice attraction for families and children.,2024-11-19,false,,15644
14265,2,Could be better,The place was clean and the staff were helpful.,2025-01-09,true,2025-03-16,5730
14266,1,Great for families,A nice attraction for families and children.,2025-01-03,true,2025-03-23,18721
14267,2,Could be better,The attraction was interesting and worth the price.,2024-11-03,false,,8263
14268,1,Nice place,A nice attraction for families and children.,2024-11-16,true,2025-03-29,871
14269,1,Nice place,The visit was fun and memorable.,2024-08-13,false,,18312
14270,1,Very good,"Some parts were good, but there is room for improvement.",2024-01-31,false,,6722
14271,5,Worth it,I expected more from the experience.,2024-07-24,false,,4225
14272,4,Fun day,The attraction was interesting and worth the price.,2024-03-08,true,2025-03-21,10678
14273,4,Very good,The place was clean and the staff were helpful.,2025-01-09,false,,14484
14274,3,Great for families,The place was clean and the staff were helpful.,2024-01-30,false,,9417
14275,3,Very good,Everything was well organized and enjoyable.,2025-02-27,true,2025-03-07,3231
14276,1,Disappointing,The visit was fun and memorable.,2024-08-13,true,2025-03-18,4110
14277,5,Nice place,I had a good experience overall.,2024-06-12,true,2025-03-23,17841
14278,1,Not bad,The place was clean and the staff were helpful.,2025-01-08,true,2025-04-01,16214
14279,1,Worth it,The place was clean and the staff were helpful.,2024-10-12,false,,8222
14280,1,Disappointing,It was too crowded and not as expected.,2024-11-18,true,2025-03-15,11571
14281,1,Disappointing,The place was clean and the staff were helpful.,2024-02-19,true,2025-03-21,16338
14282,1,Worth it,The attraction was interesting and worth the price.,2024-04-06,true,2025-03-30,13589
14283,3,Could be better,The visit was fun and memorable.,2024-04-08,false,,9553
14284,4,Not bad,It was too crowded and not as expected.,2024-11-16,false,,6397
14285,3,Great for families,The attraction was interesting and worth the price.,2025-01-15,true,2025-03-29,16453
14286,2,Worth it,Everything was well organized and enjoyable.,2024-02-24,true,2025-03-08,12396
14287,5,Not bad,I had a good experience overall.,2024-01-08,false,,16042
14288,4,Not bad,Everything was well organized and enjoyable.,2024-05-27,true,2025-03-03,17328
14289,4,Worth it,It was too crowded and not as expected.,2024-08-29,true,2025-03-05,4986
14290,3,Fun day,I would recommend this place to others.,2024-01-31,true,2025-03-31,311
14291,5,Nice place,It was too crowded and not as expected.,2024-06-21,true,2025-03-24,13988
14292,5,Great for families,I would recommend this place to others.,2024-05-02,false,,7335
14293,4,Amazing,The attraction was interesting and worth the price.,2024-06-06,false,,14296
14294,2,Highly recommended,The place was clean and the staff were helpful.,2024-04-15,false,,110
14295,1,Disappointing,I expected more from the experience.,2024-08-22,true,2025-03-27,12215
14296,2,Disappointing,The visit was fun and memorable.,2024-05-24,true,2025-03-23,5989
14297,3,Worth it,It was too crowded and not as expected.,2024-07-03,true,2025-03-23,14241
14298,2,Could be better,I expected more from the experience.,2025-02-28,true,2025-03-07,10331
14299,5,Worth it,Everything was well organized and enjoyable.,2024-02-28,false,,4632
14300,3,Highly recommended,I had a good experience overall.,2025-01-07,false,,13922
14301,1,Disappointing,The place was clean and the staff were helpful.,2024-05-07,true,2025-03-19,16169
14302,2,Not bad,I had a good experience overall.,2024-03-06,true,2025-03-19,8454
14303,4,Could be better,I had a good experience overall.,2024-02-05,false,,6171
14304,5,Worth it,The attraction was interesting and worth the price.,2025-01-20,false,,7066
14305,2,Disappointing,Everything was well organized and enjoyable.,2025-02-19,true,2025-03-16,1828
14306,4,Very good,The attraction was interesting and worth the price.,2024-07-21,false,,4844
14307,3,Nice place,I had a good experience overall.,2024-02-29,false,,1170
14308,5,Worth it,The attraction was interesting and worth the price.,2024-08-17,false,,18864
14309,1,Worth it,The place was clean and the staff were helpful.,2024-03-02,false,,16417
14310,5,Not bad,A nice attraction for families and children.,2024-12-29,true,2025-03-02,708
14311,2,Worth it,It was too crowded and not as expected.,2024-12-20,true,2025-03-26,10012
14312,1,Highly recommended,Everything was well organized and enjoyable.,2024-02-17,false,,1150
14313,2,Could be better,The attraction was interesting and worth the price.,2024-05-07,true,2025-04-01,11616
14314,5,Highly recommended,I expected more from the experience.,2024-10-07,false,,1992
14315,5,Nice place,I would recommend this place to others.,2024-07-19,false,,12227
14316,4,Great for families,I had a good experience overall.,2024-09-12,true,2025-03-05,2968
14317,2,Could be better,The place was clean and the staff were helpful.,2024-09-21,true,2025-03-05,12815
14318,3,Not bad,A nice attraction for families and children.,2024-01-24,false,,3237
14319,5,Nice place,The place was clean and the staff were helpful.,2024-07-14,true,2025-03-04,16898
14320,4,Highly recommended,It was too crowded and not as expected.,2024-10-21,false,,15170
14321,3,Disappointing,A nice attraction for families and children.,2024-06-01,true,2025-03-07,18824
14322,4,Highly recommended,Everything was well organized and enjoyable.,2024-12-15,false,,16044
14323,4,Could be better,The visit was fun and memorable.,2024-04-05,true,2025-03-02,16081
14324,5,Very good,I expected more from the experience.,2024-09-27,true,2025-03-06,6726
14325,5,Not bad,"Some parts were good, but there is room for improvement.",2024-08-15,true,2025-03-02,212
14326,2,Very good,I had a good experience overall.,2025-02-11,false,,18730
14327,4,Great for families,I would recommend this place to others.,2024-08-18,true,2025-03-30,18966
14328,2,Very good,The visit was fun and memorable.,2024-05-25,false,,3030
14329,2,Great for families,The place was clean and the staff were helpful.,2024-11-17,true,2025-03-23,9970
14330,1,Nice place,The attraction was interesting and worth the price.,2025-02-25,false,,8940
14331,1,Could be better,The place was clean and the staff were helpful.,2024-07-02,false,,6777
14332,1,Highly recommended,I would recommend this place to others.,2024-12-01,true,2025-03-28,1453
14333,3,Fun day,Everything was well organized and enjoyable.,2024-08-18,false,,4614
14334,1,Could be better,It was too crowded and not as expected.,2024-04-06,false,,14100
14335,4,Fun day,I expected more from the experience.,2024-08-23,true,2025-03-09,13609
14336,5,Fun day,The place was clean and the staff were helpful.,2024-01-23,true,2025-03-12,309
14337,1,Great for families,It was too crowded and not as expected.,2024-02-06,false,,6359
14338,2,Very good,I expected more from the experience.,2025-02-15,true,2025-03-06,14478
14339,5,Fun day,A nice attraction for families and children.,2025-01-07,true,2025-03-23,623
14340,5,Fun day,It was too crowded and not as expected.,2024-08-27,false,,7851
14341,3,Amazing,Everything was well organized and enjoyable.,2024-08-19,false,,5889
14342,1,Nice place,I would recommend this place to others.,2024-09-09,false,,14923
14343,3,Highly recommended,The attraction was interesting and worth the price.,2024-01-01,false,,11656
14344,3,Disappointing,The attraction was interesting and worth the price.,2024-11-19,true,2025-03-17,2631
14345,2,Highly recommended,The place was clean and the staff were helpful.,2024-07-10,true,2025-03-18,18112
14346,2,Disappointing,I had a good experience overall.,2024-01-27,true,2025-03-04,8042
14347,2,Not bad,I had a good experience overall.,2024-03-21,false,,1753
14348,1,Nice place,The visit was fun and memorable.,2024-12-20,false,,7939
14349,3,Highly recommended,I had a good experience overall.,2024-12-06,false,,18030
14350,3,Amazing,I expected more from the experience.,2024-04-29,true,2025-03-02,1985
14351,3,Not bad,"Some parts were good, but there is room for improvement.",2024-05-03,false,,17842
14352,2,Highly recommended,The attraction was interesting and worth the price.,2024-11-09,false,,17251
14353,4,Worth it,I had a good experience overall.,2024-04-23,false,,4912
14354,5,Highly recommended,Everything was well organized and enjoyable.,2024-02-07,true,2025-03-07,4073
14355,3,Very good,I expected more from the experience.,2025-01-07,false,,5575
14356,3,Very good,I would recommend this place to others.,2024-09-09,false,,17626
14357,5,Great for families,"Some parts were good, but there is room for improvement.",2024-09-10,true,2025-03-13,3031
14358,2,Nice place,I had a good experience overall.,2024-01-13,true,2025-03-27,10700
14359,2,Highly recommended,"Some parts were good, but there is room for improvement.",2025-02-01,true,2025-03-07,11488
14360,2,Great for families,"Some parts were good, but there is room for improvement.",2024-05-23,true,2025-03-28,467
14361,2,Fun day,The place was clean and the staff were helpful.,2024-06-22,true,2025-03-04,1862
14362,4,Disappointing,"Some parts were good, but there is room for improvement.",2025-01-05,false,,6839
14363,3,Not bad,Everything was well organized and enjoyable.,2024-04-05,true,2025-03-20,11488
14364,5,Nice place,I would recommend this place to others.,2024-08-23,false,,7758
